P3, tp=0, ts=0
P1, tp=38, ts=38, x0=602233274
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=951975373
P2, tp=38, ts=38, x0=657722270
P0, tp=38, ts=38, x0=199641051
P2, tp=38, ts=38, x0=490945495
P0, tp=38, ts=38, x0=360599909
P1, tp=38, ts=38, x0=647056230
P2, tp=38, ts=38, x0=825734906
P1, tp=38, ts=38, x0=732262951
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=457553794
P1, tp=38, ts=38, x0=600343420
P1, tp=38, ts=38, x0=309058303
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=718461621
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=717403672
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=875490691
P3, tp=38, ts=38
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=610855846
P1, tp=38, ts=38, x0=349560304
P2, tp=38, ts=38, x0=956949605
P2, tp=38, ts=38, x0=762842987
P1, tp=38, ts=38, x0=324123657
P0, tp=38, ts=38, x0=772953242
P1, tp=38, ts=38, x0=647056230
P0, tp=38, ts=38, x0=494156074
P0, tp=38, ts=38, x0=176627209
P2, tp=38, ts=38, x0=105726308
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=110486257
P1, tp=38, ts=38, x0=946090929
P0, tp=38, ts=38, x0=722577433
P2, tp=38, ts=38, x0=401495536
P0, tp=38, ts=38, x0=525259742
P0, tp=38, ts=38, x0=891050166
P2, tp=38, ts=38, x0=486858207
P0, tp=38, ts=38, x0=918994204
P1, tp=38, ts=38, x0=918994204
P1, tp=38, ts=38, x0=946090929
P1, tp=38, ts=38, x0=953838726
P1, tp=38, ts=38, x0=601135070
P1, tp=38, ts=38, x0=163293368
P1, tp=38, ts=38, x0=991978967
P2, tp=38, ts=38, x0=973169800
P0, tp=38, ts=38, x0=524394899
P1, tp=38, ts=38, x0=601135070
P0, tp=38, ts=38, x0=865570865
P2, tp=38, ts=38, x0=937233492
P1, tp=38, ts=38, x0=918994204
P1, tp=38, ts=38, x0=76377667
P0, tp=38, ts=38, x0=165438464
P2, tp=38, ts=38, x0=792378798
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=762842987
P2, tp=38, ts=38, x0=123069719
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=350755749
P0, tp=38, ts=38, x0=395830515
P0, tp=38, ts=38, x0=647056230
P0, tp=38, ts=38, x0=633488332
P1, tp=38, ts=38, x0=279811457
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=722577433
P0, tp=38, ts=38, x0=211682117
P0, tp=38, ts=38, x0=962806943
P0, tp=38, ts=38, x0=65710328
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=149681066
P1, tp=38, ts=38, x0=271966508
P2, tp=38, ts=38, x0=149681066
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=81068147
P0, tp=38, ts=38, x0=875490691
P1, tp=38, ts=38, x0=647056230
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=792087128
P0, tp=38, ts=38, x0=962806943
P0, tp=38, ts=38, x0=289995545
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=264045258
P2, tp=38, ts=38, x0=390168494
P0, tp=38, ts=38, x0=401495536
P0, tp=38, ts=38, x0=732262951
P2, tp=38, ts=38, x0=310144104
P2, tp=38, ts=38, x0=941406948
P0, tp=38, ts=38, x0=165438464
P0, tp=38, ts=38, x0=390168494
P1, tp=38, ts=38, x0=953838726
P2, tp=38, ts=38, x0=986529282
P2, tp=38, ts=38, x0=986529282
P0, tp=38, ts=38, x0=986529282
P0, tp=38, ts=38, x0=480947603
P0, tp=38, ts=38, x0=279811457
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=149681066
P0, tp=38, ts=38, x0=778258354
P0, tp=38, ts=38, x0=277465602
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=297600458
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=260394635
P2, tp=38, ts=38, x0=170978924
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=589314752
P2, tp=38, ts=38, x0=486858207
P1, tp=38, ts=38, x0=953838726
P1, tp=38, ts=38, x0=303255049
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=415991708
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=600343420
P2, tp=38, ts=38, x0=865188871
P1, tp=38, ts=38, x0=601135070
P2, tp=38, ts=38, x0=918831879
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=226647477
P0, tp=38, ts=38, x0=401495536
P0, tp=38, ts=38, x0=956949605
P2, tp=38, ts=38, x0=488857561
P2, tp=38, ts=38, x0=580664301
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=525259742
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=792378798
P0, tp=38, ts=38, x0=633488332
P1, tp=38, ts=38, x0=633997081
P1, tp=38, ts=38, x0=865570865
P2, tp=38, ts=38, x0=352150578
P2, tp=38, ts=38, x0=163293368
P0, tp=38, ts=38, x0=718461621
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=986529282
P1, tp=38, ts=38, x0=76377667
P0, tp=38, ts=38, x0=199641051
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=756533296
P1, tp=38, ts=38, x0=664160481
P2, tp=38, ts=38, x0=525259742
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=213161195
P2, tp=38, ts=38, x0=415991708
P1, tp=38, ts=38, x0=352150578
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=865188871
P0, tp=38, ts=38, x0=279811457
P1, tp=38, ts=38, x0=451941467
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=76377667
P2, tp=38, ts=38, x0=711063267
P2, tp=38, ts=38, x0=778258354
P1, tp=38, ts=38, x0=956949605
P0, tp=38, ts=38, x0=110486257
P2, tp=38, ts=38, x0=486858207
P2, tp=38, ts=38, x0=132498551
P3, tp=38, ts=38
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=211682117
P2, tp=38, ts=38, x0=176627209
P2, tp=38, ts=38, x0=81068147
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=525259742
P0, tp=38, ts=38, x0=664160481
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=991978967
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=184736686
P0, tp=38, ts=38, x0=60568672
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=732262951
P2, tp=38, ts=38, x0=457553794
P2, tp=38, ts=38, x0=891050166
P1, tp=38, ts=38, x0=499624753
P2, tp=38, ts=38, x0=493990097
P1, tp=38, ts=38, x0=991978967
P0, tp=38, ts=38, x0=494156074
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=762842987
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=593514671
P2, tp=38, ts=38, x0=286463489
P0, tp=38, ts=38, x0=287361386
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=401495536
P0, tp=38, ts=38, x0=600343420
P0, tp=38, ts=38, x0=580664301
P2, tp=38, ts=38, x0=633997081
P0, tp=38, ts=38, x0=226647477
P2, tp=38, ts=38, x0=962806943
P2, tp=38, ts=38, x0=778258354
P0, tp=38, ts=38, x0=309058303
P1, tp=38, ts=38, x0=289995545
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=213161195
P0, tp=38, ts=38, x0=212596524
P0, tp=38, ts=38, x0=211882364
P1, tp=38, ts=38, x0=956949605
P0, tp=38, ts=38, x0=771636823
P2, tp=38, ts=38, x0=962806943
P1, tp=38, ts=38, x0=732262951
P0, tp=38, ts=38, x0=946090929
P2, tp=38, ts=38, x0=303255049
P2, tp=38, ts=38, x0=324123657
P2, tp=38, ts=38, x0=953838726
P2, tp=38, ts=38, x0=937233492
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=287361386
P2, tp=38, ts=38, x0=865188871
P0, tp=38, ts=38, x0=486858207
P2, tp=38, ts=38, x0=738610017
P2, tp=38, ts=38, x0=478163595
P0, tp=38, ts=38, x0=349560304
P2, tp=38, ts=38, x0=110486257
P0, tp=38, ts=38, x0=170978924
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=324123657
P2, tp=38, ts=38, x0=891050166
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=451941467
P1, tp=38, ts=38, x0=65857934
P1, tp=38, ts=38, x0=674495787
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=324123657
P2, tp=38, ts=38, x0=226647477
P2, tp=38, ts=38, x0=355407277
P3, tp=38, ts=38
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=738610017
P0, tp=38, ts=38, x0=825734906
P2, tp=38, ts=38, x0=76377667
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=792087128
P2, tp=38, ts=38, x0=825734906
P2, tp=38, ts=38, x0=918831879
P0, tp=38, ts=38, x0=465493424
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=664160481
P2, tp=38, ts=38, x0=633488332
P3, tp=38, ts=38
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=738610017
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=213161195
P2, tp=38, ts=38, x0=212596524
P1, tp=38, ts=38, x0=221026286
P0, tp=38, ts=38, x0=286463489
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=132498551
P2, tp=38, ts=38, x0=756533296
P0, tp=38, ts=38, x0=732262951
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=890102166
P2, tp=38, ts=38, x0=616772243
P3, tp=38, ts=38
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=352150578
P0, tp=38, ts=38, x0=457553794
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=264045258
P3, tp=38, ts=38
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=213161195
P1, tp=38, ts=38, x0=289995545
P2, tp=38, ts=38, x0=709528562
P0, tp=38, ts=38, x0=212596524
P0, tp=38, ts=38, x0=22167182
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=341043543
P0, tp=38, ts=38, x0=324123657
P0, tp=38, ts=38, x0=962806943
P0, tp=38, ts=38, x0=264045258
P0, tp=38, ts=38, x0=22167182
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=309058303
P2, tp=38, ts=38, x0=5357911
P0, tp=38, ts=38, x0=525259742
P2, tp=38, ts=38, x0=375107515
P1, tp=38, ts=38, x0=105726308
P1, tp=38, ts=38, x0=610855846
P1, tp=38, ts=38, x0=277465602
P2, tp=38, ts=38, x0=478163595
P2, tp=38, ts=38, x0=756533296
P1, tp=38, ts=38, x0=578541704
P2, tp=38, ts=38, x0=525259742
P2, tp=38, ts=38, x0=986529282
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=525259742
P1, tp=38, ts=38, x0=297600458
P0, tp=38, ts=38, x0=633488332
P1, tp=38, ts=38, x0=771636823
P2, tp=38, ts=38, x0=865188871
P2, tp=38, ts=38, x0=352150578
P2, tp=38, ts=38, x0=81068147
P0, tp=38, ts=38, x0=60568672
P0, tp=38, ts=38, x0=782255299
P2, tp=38, ts=38, x0=932794137
P1, tp=38, ts=38, x0=718461621
P2, tp=38, ts=38, x0=494156074
P1, tp=38, ts=38, x0=610855846
P0, tp=38, ts=38, x0=279811457
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=303255049
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=199641051
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=11502196
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=738610017
P0, tp=38, ts=38, x0=163293368
P2, tp=38, ts=38, x0=953838726
P0, tp=38, ts=38, x0=494156074
P0, tp=38, ts=38, x0=600343420
P0, tp=38, ts=38, x0=170978924
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=153837864
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=176627209
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=524394899
P2, tp=38, ts=38, x0=490945495
P2, tp=38, ts=38, x0=718461621
P1, tp=38, ts=38, x0=986529282
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=991978967
P1, tp=38, ts=38, x0=762842987
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=132498551
P1, tp=38, ts=38, x0=352150578
P0, tp=38, ts=38, x0=105726308
P2, tp=38, ts=38, x0=110486257
P0, tp=38, ts=38, x0=865188871
P2, tp=38, ts=38, x0=951975373
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=756533296
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=722577433
P2, tp=38, ts=38, x0=738610017
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=875490691
P2, tp=38, ts=38, x0=522167389
P2, tp=38, ts=38, x0=22167182
P0, tp=38, ts=38, x0=745087510
P1, tp=38, ts=38, x0=478163595
P2, tp=38, ts=38, x0=951975373
P1, tp=38, ts=38, x0=709528562
P2, tp=38, ts=38, x0=80620816
P0, tp=38, ts=38, x0=772953242
P0, tp=38, ts=38, x0=701334714
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=264045258
P1, tp=38, ts=38, x0=873263365
P1, tp=38, ts=38, x0=191222314
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=865188871
P0, tp=38, ts=38, x0=745087510
P2, tp=38, ts=38, x0=771636823
P2, tp=38, ts=38, x0=906316245
P1, tp=38, ts=38, x0=212596524
P0, tp=38, ts=38, x0=153837864
P0, tp=38, ts=38, x0=191222314
P1, tp=38, ts=38, x0=349560304
P0, tp=38, ts=38, x0=360599909
P1, tp=38, ts=38, x0=732262951
P3, tp=38, ts=38
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=758298716
P2, tp=38, ts=38, x0=277465602
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=825734906
P0, tp=38, ts=38, x0=42501596
P2, tp=38, ts=38, x0=483677613
P0, tp=38, ts=38, x0=80620816
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=951975373
P1, tp=38, ts=38, x0=149681066
P2, tp=38, ts=38, x0=522167389
P2, tp=38, ts=38, x0=973169800
P2, tp=38, ts=38, x0=738610017
P1, tp=38, ts=38, x0=633488332
P0, tp=38, ts=38, x0=593514671
P1, tp=38, ts=38, x0=81068147
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=11502196
P0, tp=38, ts=38, x0=483677613
P1, tp=38, ts=38, x0=951975373
P0, tp=38, ts=38, x0=991978967
P1, tp=38, ts=38, x0=149681066
P2, tp=38, ts=38, x0=772953242
P1, tp=38, ts=38, x0=709528562
P1, tp=38, ts=38, x0=745087510
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=277465602
P2, tp=38, ts=38, x0=918831879
P2, tp=38, ts=38, x0=11502196
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=782255299
P0, tp=38, ts=38, x0=986529282
P2, tp=38, ts=38, x0=782255299
P1, tp=38, ts=38, x0=578541704
P0, tp=38, ts=38, x0=324123657
P0, tp=38, ts=38, x0=22167182
P0, tp=38, ts=38, x0=825734906
P1, tp=38, ts=38, x0=81068147
P1, tp=38, ts=38, x0=711063267
P2, tp=38, ts=38, x0=932794137
P1, tp=38, ts=38, x0=524394899
P0, tp=38, ts=38, x0=65710328
P0, tp=38, ts=38, x0=60568672
P2, tp=38, ts=38, x0=932794137
P1, tp=38, ts=38, x0=81068147
P0, tp=38, ts=38, x0=727842723
P1, tp=38, ts=38, x0=110486257
P2, tp=38, ts=38, x0=352150578
P0, tp=38, ts=38, x0=76377667
P1, tp=38, ts=38, x0=664160481
P2, tp=38, ts=38, x0=355407277
P2, tp=38, ts=38, x0=132498551
P1, tp=38, ts=38, x0=176627209
P0, tp=38, ts=38, x0=525259742
P0, tp=38, ts=38, x0=932794137
P0, tp=38, ts=38, x0=294876386
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=132498551
P0, tp=38, ts=38, x0=674495787
P1, tp=38, ts=38, x0=906316245
P0, tp=38, ts=38, x0=287361386
P0, tp=38, ts=38, x0=941406948
P1, tp=38, ts=38, x0=727842723
P2, tp=38, ts=38, x0=294876386
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=165438464
P0, tp=38, ts=38, x0=782255299
P0, tp=38, ts=38, x0=795819832
P2, tp=38, ts=38, x0=778258354
P1, tp=38, ts=38, x0=465493424
P2, tp=38, ts=38, x0=488857561
P1, tp=38, ts=38, x0=711063267
P0, tp=38, ts=38, x0=795819832
P2, tp=38, ts=38, x0=149681066
P0, tp=38, ts=38, x0=745087510
P2, tp=38, ts=38, x0=499624753
P2, tp=38, ts=38, x0=610855846
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=264045258
P1, tp=38, ts=38, x0=722577433
P1, tp=38, ts=38, x0=610855846
P1, tp=38, ts=38, x0=22167182
P1, tp=38, ts=38, x0=633488332
P0, tp=38, ts=38, x0=648053510
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=862312852
P2, tp=38, ts=38, x0=738610017
P2, tp=38, ts=38, x0=593514671
P0, tp=38, ts=38, x0=294876386
P0, tp=38, ts=38, x0=973169800
P1, tp=38, ts=38, x0=212596524
P0, tp=38, ts=38, x0=360599909
P2, tp=38, ts=38, x0=352150578
P0, tp=38, ts=38, x0=825734906
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=589314752
P1, tp=38, ts=38, x0=80620816
P0, tp=38, ts=38, x0=353602854
P1, tp=38, ts=38, x0=286463489
P2, tp=38, ts=38, x0=353602854
P0, tp=38, ts=38, x0=795819832
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=522167389
P1, tp=38, ts=38, x0=873263365
P2, tp=38, ts=38, x0=22167182
P0, tp=38, ts=38, x0=349560304
P0, tp=38, ts=38, x0=601135070
P1, tp=38, ts=38, x0=42501596
P1, tp=38, ts=38, x0=11502196
P2, tp=38, ts=38, x0=593514671
P1, tp=38, ts=38, x0=951975373
P1, tp=38, ts=38, x0=941406948
P0, tp=38, ts=38, x0=991978967
P0, tp=38, ts=38, x0=782255299
P1, tp=38, ts=38, x0=951975373
P0, tp=38, ts=38, x0=170978924
P1, tp=38, ts=38, x0=794869522
P2, tp=38, ts=38, x0=264045258
P2, tp=38, ts=38, x0=525259742
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=81068147
P0, tp=38, ts=38, x0=191222314
P0, tp=38, ts=38, x0=105726308
P0, tp=38, ts=38, x0=633488332
P2, tp=38, ts=38, x0=906316245
P2, tp=38, ts=38, x0=937233492
P1, tp=38, ts=38, x0=732262951
P0, tp=38, ts=38, x0=279811457
P0, tp=38, ts=38, x0=953838726
P2, tp=38, ts=38, x0=303255049
P2, tp=38, ts=38, x0=793110565
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=350755749
P2, tp=38, ts=38, x0=711063267
P2, tp=38, ts=38, x0=22167182
P0, tp=38, ts=38, x0=286463489
P1, tp=38, ts=38, x0=483677613
P0, tp=38, ts=38, x0=176627209
P1, tp=38, ts=38, x0=722577433
P2, tp=38, ts=38, x0=149681066
P0, tp=38, ts=38, x0=777637915
P0, tp=38, ts=38, x0=486858207
P2, tp=38, ts=38, x0=727842723
P2, tp=38, ts=38, x0=80620816
P1, tp=38, ts=38, x0=906316245
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=105726308
P2, tp=38, ts=38, x0=264045258
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=105726308
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=355407277
P1, tp=38, ts=38, x0=956949605
P0, tp=38, ts=38, x0=246925358
P1, tp=38, ts=38, x0=794869522
P2, tp=38, ts=38, x0=465493424
P0, tp=38, ts=38, x0=620105546
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=593514671
P2, tp=38, ts=38, x0=762842987
P2, tp=38, ts=38, x0=674495787
P1, tp=38, ts=38, x0=717403672
P0, tp=38, ts=38, x0=60568672
P1, tp=38, ts=38, x0=732262951
P1, tp=38, ts=38, x0=60568672
P0, tp=38, ts=38, x0=565161317
P1, tp=38, ts=38, x0=758298716
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=727842723
P1, tp=38, ts=38, x0=622580107
P1, tp=38, ts=38, x0=732262951
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=221026286
P1, tp=38, ts=38, x0=286463489
P2, tp=38, ts=38, x0=795819832
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=664160481
P2, tp=38, ts=38, x0=620105546
P1, tp=38, ts=38, x0=65710328
P2, tp=38, ts=38, x0=873263365
P0, tp=38, ts=38, x0=578541704
P2, tp=38, ts=38, x0=42501596
P0, tp=38, ts=38, x0=264045258
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=42501596
P1, tp=38, ts=38, x0=286463489
P1, tp=38, ts=38, x0=982479641
P0, tp=38, ts=38, x0=801102966
P0, tp=38, ts=38, x0=341043543
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=360599909
P2, tp=38, ts=38, x0=199641051
P1, tp=38, ts=38, x0=279811457
P2, tp=38, ts=38, x0=777637915
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=711063267
P2, tp=38, ts=38, x0=22167182
P2, tp=38, ts=38, x0=25296274
P1, tp=38, ts=38, x0=375107515
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=951975373
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=891050166
P2, tp=38, ts=38, x0=906316245
P0, tp=38, ts=38, x0=890102166
P2, tp=38, ts=38, x0=701334714
P1, tp=38, ts=38, x0=279811457
P1, tp=38, ts=38, x0=951975373
P1, tp=38, ts=38, x0=956949605
P1, tp=38, ts=38, x0=738610017
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=163293368
P0, tp=38, ts=38, x0=758298716
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=375107515
P2, tp=38, ts=38, x0=262301698
P1, tp=38, ts=38, x0=513605660
P0, tp=38, ts=38, x0=722577433
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=170978924
P0, tp=38, ts=38, x0=375107515
P0, tp=38, ts=38, x0=622580107
P2, tp=38, ts=38, x0=616772243
P2, tp=38, ts=38, x0=709528562
P2, tp=38, ts=38, x0=191222314
P0, tp=38, ts=38, x0=352150578
P0, tp=38, ts=38, x0=192901499
P2, tp=38, ts=38, x0=483677613
P0, tp=38, ts=38, x0=277465602
P1, tp=38, ts=38, x0=711063267
P1, tp=38, ts=38, x0=525259742
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=982479641
P0, tp=38, ts=38, x0=794869522
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=352150578
P0, tp=38, ts=38, x0=341043543
P2, tp=38, ts=38, x0=602233274
P2, tp=38, ts=38, x0=105726308
P1, tp=38, ts=38, x0=732262951
P2, tp=38, ts=38, x0=212596524
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=738610017
P2, tp=38, ts=38, x0=937233492
P1, tp=38, ts=38, x0=711063267
P1, tp=38, ts=38, x0=937233492
P1, tp=38, ts=38, x0=465493424
P3, tp=38, ts=38
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=620105546
P2, tp=38, ts=38, x0=862312852
P2, tp=38, ts=38, x0=352150578
P0, tp=38, ts=38, x0=622580107
P1, tp=38, ts=38, x0=956949605
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=165438464
P1, tp=38, ts=38, x0=401495536
P0, tp=38, ts=38, x0=794869522
P2, tp=38, ts=38, x0=589314752
P1, tp=38, ts=38, x0=352150578
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=221026286
P2, tp=38, ts=38, x0=25296274
P1, tp=38, ts=38, x0=986529282
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=349560304
P2, tp=38, ts=38, x0=758298716
P1, tp=38, ts=38, x0=470088079
P2, tp=38, ts=38, x0=616772243
P2, tp=38, ts=38, x0=279811457
P1, tp=38, ts=38, x0=499624753
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=565161317
P0, tp=38, ts=38, x0=873263365
P1, tp=38, ts=38, x0=876635468
P0, tp=38, ts=38, x0=223290746
P2, tp=38, ts=38, x0=470088079
P2, tp=38, ts=38, x0=610855846
P2, tp=38, ts=38, x0=951975373
P0, tp=38, ts=38, x0=732262951
P1, tp=38, ts=38, x0=199641051
P0, tp=38, ts=38, x0=918831879
P1, tp=38, ts=38, x0=862312852
P0, tp=38, ts=38, x0=22167182
P2, tp=38, ts=38, x0=221026286
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=176627209
P1, tp=38, ts=38, x0=262301698
P1, tp=38, ts=38, x0=355407277
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=303255049
P0, tp=38, ts=38, x0=727842723
P1, tp=38, ts=38, x0=991978967
P0, tp=38, ts=38, x0=76377667
P1, tp=38, ts=38, x0=565161317
P1, tp=38, ts=38, x0=341043543
P2, tp=38, ts=38, x0=353602854
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=81068147
P0, tp=38, ts=38, x0=956949605
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=143640828
P2, tp=38, ts=38, x0=286463489
P0, tp=38, ts=38, x0=176627209
P1, tp=38, ts=38, x0=792378798
P1, tp=38, ts=38, x0=132498551
P0, tp=38, ts=38, x0=946090929
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=499624753
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=42501596
P0, tp=38, ts=38, x0=593514671
P2, tp=38, ts=38, x0=782255299
P2, tp=38, ts=38, x0=221026286
P0, tp=38, ts=38, x0=451941467
P0, tp=38, ts=38, x0=610855846
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=738610017
P1, tp=38, ts=38, x0=953838726
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=932794137
P2, tp=38, ts=38, x0=199641051
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=778258354
P0, tp=38, ts=38, x0=783008484
P2, tp=38, ts=38, x0=657503854
P1, tp=38, ts=38, x0=777637915
P3, tp=38, ts=38
P0, tp=38, ts=38, x0=246925358
P2, tp=38, ts=38, x0=223290746
P1, tp=38, ts=38, x0=876635468
P2, tp=38, ts=38, x0=221026286
P0, tp=38, ts=38, x0=355407277
P0, tp=38, ts=38, x0=364434863
P1, tp=38, ts=38, x0=355407277
P3, tp=38, ts=38
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=732262951
P1, tp=38, ts=38, x0=525259742
P3, tp=38, ts=38
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=709528562
P3, tp=38, ts=38
P3, tp=38, ts=38
P2, tp=38, ts=38, x0=11502196
P2, tp=38, ts=38, x0=601135070
P3, tp=38, ts=38
P1, tp=38, ts=38, x0=648053510
P1, tp=38, ts=38, x0=499624753
P0, tp=38, ts=38, x0=794869522
P0, tp=38, ts=38, x0=620105546
P0, tp=38, ts=38, x0=876635468
P3, tp=38, ts=38
